model_linear_CV_RMSE,model_linear_CV_MAE,model_linear_CV_R2,model_tree_CV_RMSE,model_tree_CV_MAE,model_tree_CV_R2,best_model,best_CV_RMSE,best_CV_MAE,test_RMSE,test_MAE
26.821203176014727,11.66153475404483,-7.3031007053143355,10.39686837441773,7.7740622921129106,0.33023171695762843,HGBR,10.39686837441773,7.7740622921129106,6.963516073798975,5.124488152910521
