feature,importance_mean,importance_std
mc_PM2.5_mean,42.44057735232239,1.0674383732019914
PM10,23.23394178940756,0.8123890080768524
pm10_hum,6.180464093739596,0.28636062099062465
mc_Humidity_mean,5.86551712031861,0.3361498355148376
mc_O3_mean,0.2464232084740484,0.06429499568932591
mc_WindSpeed_mean,0.17095005101690902,0.02865860996023577
mc_Pressure_mean,0.163495841257728,0.04784250712777654
mc_WindSpeed_std,0.06985413830012126,0.01801478292498037
mc_Temperature_mean,0.06646064245656085,0.033697141143247546
cos_hour,0.04759264592054544,0.01726658307790129
NO2,0.03790399995030267,0.053916381455911266
mc_PM2.5_std,0.016462467543656788,0.011168288633550112
sin_hour,0.01385284106313911,0.012804266217567776
mc_Precipitation_std,0.012984112001105252,0.015638256255102942
mc_NO2_mean,0.010642788129673786,0.027234672972100478
min_delta_sec,0.0036495181567433475,0.006223587931126679
mc_Humidity_iqr,0.0034008240762917197,0.0036582602343142433
mc_CO_iqr,0.0031728624501996096,0.0022497463173282665
mc_CO_mean,0.002718526901298546,0.017594135891671577
mc_Humidity_std,0.001919123607625206,0.013511041374918202
t_days,0.0,0.0
log_st_pm25,0.0,0.0
sin_month,0.0,0.0
cos_month,0.0,0.0
mc_Precipitation_iqr,0.0,0.0
mc_SO2_std,-0.0013998902485329978,0.014952445506771259
mc_NO2_iqr,-0.0014381178322579124,0.004682200090579867
is_weekend,-0.0019178323545274267,0.001132088507162451
mc_Pressure_std,-0.0031054008312005445,0.02019324499482146
mc_SO2_iqr,-0.00399930968527773,0.006516983299357308
n_points,-0.00640449699334864,0.006034665446765535
mc_O3_iqr,-0.00653433263682821,0.006230972740059886
mc_CO_std,-0.01127196910351982,0.008080287085972315
mc_PM2.5_iqr,-0.013799372631819296,0.01243865378120269
SO2,-0.015489565426870832,0.009430108903258544
mc_Pressure_iqr,-0.015880107317216653,0.013425003678591308
mc_NO2_std,-0.016565290664903642,0.00920737429797774
mc_Temperature_std,-0.017905787390230098,0.004589693831888592
mc_Temperature_iqr,-0.020897024854435564,0.004816959835121863
mc_O3_std,-0.030822336104811398,0.010449732983486504
mc_WindSpeed_iqr,-0.04196465237734746,0.013345729494819627
mc_Precipitation_mean,-0.08300516895613086,0.05433111204207506
O3,-0.08498001036460039,0.021361518488131143
PM2.5,-0.11285176574475245,0.03879666333428605
CO,-0.12399814839385064,0.018527907340619446
mc_SO2_mean,-0.16746139514915068,0.02544053473785562
pm25_hum,-0.26507082474470317,0.031301417565984035
